run_id,status,dur_p1_spa_to_ctrl_send_ms,delay_ctrl_spa_proc_ms,dur_p1_mtls_to_ctrl_ms,dur_p1_auth_req_reply_ms,dur_p1_save_creds_ms,delay_gw_setup_sync_ms,dur_p2_spa_to_gw_send_ms,delay_gw_spa_proc_ms,dur_p2_mtls_to_gw_ms,total_attempt_duration_ms,calc_total_setup_if_success_ms
30,SUCCESS,0.14308933168649673,10.0,6.600892171263695,461.0369224101305,0.3120219334959984,10.0,0.13617798686027527,10.0,7.248595356941223,506.06941618025303,505.4776991903782
31,SUCCESS,0.13543013483285904,10.0,7.094388827681541,699.3606863543391,0.31625665724277496,10.0,0.1395968720316887,10.0,8.696979843080044,746.5003710240126,745.743338689208
32,SUCCESS,0.16487762331962585,10.0,6.929503753781319,398.2032584026456,0.3062933683395386,10.0,0.1754695549607277,10.0,9.882727637887001,446.4289443567395,445.6621303409338
33,SUCCESS,0.16332697123289108,10.0,7.515318691730499,750.3779651597142,0.40256697684526443,10.0,0.1617884263396263,10.0,9.303980506956577,798.5818050801754,797.9249467328191
34,SUCCESS,0.12475624680519104,10.0,7.389790378510952,478.2261662185192,0.3479132428765297,10.0,0.17867423593997955,10.0,10.890955105423927,527.9135005548596,527.1582554280758
35,SUCCESS,0.15510059893131256,10.0,5.948465317487717,427.0160496234894,0.29021408408880234,10.0,0.13775937259197235,10.0,7.727590389549732,471.8908602371812,471.2751793861389
36,SUCCESS,0.14420133084058762,10.0,11.368225328624249,1247.6318450644612,0.33219438046216965,10.0,0.17463695257902145,10.0,9.32983122766018,1299.7047519311309,1298.9809342846274
37,SUCCESS,0.13972632586956024,10.0,8.728720247745514,866.7346509173512,0.3337198868393898,10.0,0.1449817791581154,10.0,8.628802374005318,915.3996985405684,914.7106015309691
38,SUCCESS,0.15275832265615463,10.0,6.543023511767387,651.2313960120082,0.310627743601799,10.0,0.16728416085243225,10.0,9.349262341856956,698.6426282674074,697.7543520927429
39,SUCCESS,0.13877823948860168,10.0,6.470052525401115,975.0280249863863,0.3060465678572655,10.0,0.15311595052480698,10.0,9.08197183161974,1021.7800065875053,1021.1779901012778
40,SUCCESS,0.1414325088262558,10.0,6.67918473482132,605.7360954582691,0.47578755766153336,10.0,0.1451084390282631,10.0,8.555241860449314,652.5512123480439,651.7328505590558
41,SUCCESS,0.13930536806583405,10.0,6.379573605954647,572.8968810290098,0.3090575337409973,10.0,0.17462484538555145,10.0,8.844992145895958,619.7660118341446,618.7444345280528
42,SUCCESS,0.15792995691299438,10.0,7.975137792527676,789.7066427394748,0.44614728540182114,10.0,0.13994798064231873,10.0,10.611526668071747,839.9119125679135,839.0373324230313
43,SUCCESS,0.13015884906053543,10.0,6.1697084456682205,556.3811678439379,0.4615951329469681,10.0,0.1873113214969635,10.0,9.27236583083868,603.3353796228766,602.6023074239492
